ID,star_distance,star_mass_kg,star_radius_m,star_temperature,planet_mass_kg,planet_orbital_period,planet_distance,planet_surface_gravity
48,609.128,2.6644692267353885e+30,960065999.9999999,6330.0,5.503838691444148e+27,4.43527,0.0582488750757332,71.8761880500862
49,138.018,1.6901483900933434e+30,563517000.0,5263.0,4.346134690830035e+25,12.20772,0.0982958651429521,0.5675740366713704
50,263.609,1.4515392056095773e+30,500904000.0,4546.0,4.611837248348028e+26,3.1316666,0.0377222163430164,6.022728860748604
51,453.429,2.877751040491138e+30,973979999.9999999,6792.7,3.2519944985910293e+27,7.2748135,0.0831121903327999,42.46871705777472
52,1491.76,1.94864167328409e+30,667872000.0,5692.0,1.7915943878356124e+26,80.8720639,0.3635635014823777,2.3396938454924614
53,433.047,1.928757574577109e+30,772227000.0000001,5345.0,8.897239926031093e+25,14.85888,0.11709918239498042,1.16191575716829
54,463.156,3.5942496822737973e+30,2101014000.0,7719.0,5.13470038675614e+26,9.1505,0.1042953733632252,6.705550639648136
55,489.141,2.028178068112012e+30,827883000.0,5746.0,1.1899678825984417e+26,4.662715,0.0549876558102641,1.5540127554277259
56,695.231,2.305312693840553e+30,890496000.0,6175.0,4.813241703800832e+26,11.4526165,0.1044589135786409,6.2857486425011935
57,730.625,1.6106119952654213e+30,647001000.0,5638.0,3.378218231300202e+25,13.722341,0.1045730349155297,0.44117108527294296
58,93.7714,1.698539479747689e+30,673541259.3000001,5447.0,4.454135188959456e+25,8.6078603,0.0779927859494593,0.5816781275581918
59,378.906,1.4902469184219691e+30,563517000.0,4896.0,3.231010967443492e+26,1.7561019,0.0258752744266165,4.219468718239706
60,505.742,2.059495523575506e+30,744399000.0,5943.0,2.0785802705946666e+26,1.0432995,0.0203684835000796,2.7144768366614365
61,822.134,2.4457441409586023e+30,1140948000.0,6059.0,2.4103017717703685e+26,394.6244904,1.1296952236633673,3.1476813387451545
62,96.5232,2.019031382706801e+30,841797000.0,5861.6,6.73050256447386e+25,12.6017,0.1065204173524376,0.8789553893498584
63,630.243,2.2493886662271702e+30,1356615000.0,6130.0,6.524296199550312e+26,4.0899751,0.0521516062126678,8.520263162187549
64,2497.51,1.9685257719910705e+30,681786000.0,5777.0,3.2643457066496326e+26,5.00731778,0.0570936403909658,4.263001498143043
65,374.442,2.682941554434173e+30,1143049014.0,6531.44,3.24953124040167e+27,4.0767575,0.0551881795400447,42.436548671533764
66,195.858,2.4057273923108044e+30,1203561000.0,6255.8,1.3362105512775913e+26,2.08839,0.0340713194923836,1.7449951977596418
67,1104.64,2.266787252595777e+30,1252260000.0,6171.0,3.340260723083345e+25,5.374943,0.0627369536884725,0.43621410678673006
68,276.105,2.781785409106573e+30,820926000.0,6664.0,8.020726417863973e+26,5.71547,0.069969416663629,10.474493760234424
69,209.69,2.2232907866742583e+30,758313000.0,6109.0,1.763380135466679e+26,5.00626,0.059443827966195704,2.302848054351916
70,817.874,2.2307473236893758e+30,1273131000.0,6115.0,3.47056061201253e+26,14.2197641,0.1193559663279351,4.532303382655673
71,147.476,1.6225424544896095e+30,588831435.9,5300.0,2.2854743306733334e+25,4.8416653,0.0523392639438149,0.2984665648549711
72,731.274,2.2866713513027586e+30,911367000.0,6054.0,2.030726689601807e+25,20.09838,0.1515813893399219,0.2651983490123871
73,556.008,2.2394466168736804e+30,904410000.0,6122.0,1.564949037768908e+27,2.9710609,0.0420810937585089,20.43711264691249
74,123.997,1.4372226545405512e+30,549603000.0,4696.0,3.5445947200415727e+25,4.99915,0.0513496958215729,0.4628986620830657
75,245.737,1.338597524953928e+30,535689000.0,4324.0,5.560449183455163e+26,1.8254385,0.0256189045209451,7.261548049623235
76,153.214,1.2091918105688987e+30,389592000.00000006,3858.0,3.761733929120559e+26,3.121339,0.0354126236102904,4.912554862920853
77,335.166,1.598761072436061e+30,619173000.0,5254.0,7.093292343061322e+26,2.1142259,0.029977438883426504,9.263331338846632
78,326.362,1.928757574577109e+30,612216000.0,5620.0,3.131494427890636e+25,19.57780075,0.1407361767215313,0.4089507251125595
79,1241.42,6.02122323405301e+30,1801863000.0,9856.0,4.040600700872027e+26,5.6148305,0.0894441116533886,5.276734877107818
80,912.594,2.0023287397929367e+30,1231389000.0,5828.0,5.8094193881160186e+26,4.895338,0.0565543472738746,7.58668529023478
81,737.668,2.9826148060470766e+30,1189647000.0,6424.0,1.8409391485175254e+28,4.193649,0.0582636524317855,240.4134565813228
82,465.99,4.2356189334918166e+30,1294002000.0,8388.0,5.729901027469772e+26,4.587373,0.0695206901765079,7.482840011263777
83,749.06,2.386091844837661e+30,904410000.0,6229.0,1.8238582698199406e+25,14.5564533,0.12399476905789941,0.23818281626252708
84,99.5473,2.043091142142248e+30,730485000.0,5910.0,3.0539683050206595e+25,8.4035402,0.0816275033719447,0.3988263691882864
85,880.941,2.244417641550425e+30,724724604.0,6126.0,3.7103273697328174e+27,2.9987287,0.0423732479101388,48.45421581284074
86,181.987,2.6811221594024846e+30,1309210002.0,6529.0,3.270824945123352e+27,19.3721051,0.1559513566057728,42.71462919145123
87,565.437,1.7972322152699165e+30,660915000.0,5637.9,6.787931401383275e+26,10.0460809,0.0880977718087266,8.864551837889932
88,209.618,1.991889587971772e+30,793097999.9999999,5807.0,1.3093428984489129e+26,15.196,0.12013614419045329,1.7099079690917574
89,314.782,1.681582320370376e+30,403506000.0,5414.2,1.795254136905357e+26,0.5348968,0.0121950931685286,2.344473215439513
90,622.818,1.5509596991444798e+30,521775000.0,4985.0,1.3550830433417665e+25,5.72717226,0.05767190085413419,0.17696413195779848
91,446.844,1.94864167328409e+30,702657000.0,5867.0,6.206052593455988e+25,158.6853308,0.5698218705261291,0.8104659824957997
92,372.335,2.0167447113554984e+30,883184193.0,5857.0,4.4554598490599616e+26,19.9679244,0.1447231488836959,5.818511186718928
93,904.752,1.8754681900424017e+30,939195000.0000001,5729.0,6.430878729354004e+26,3.2464257,0.0420796989993521,8.398266642459763
94,191.058,1.596269197186102e+30,610739028.9,5249.18,5.957287245466979e+25,47.0194326,0.2369478172525887,0.7779790112475351
95,342.831,1.989304655139865e+30,1244370762.0,5801.8,4.959756243132586e+26,9.4763689,0.0876517956214466,6.477086128417184
96,572.747,1.796198242137153e+30,772227000.0000001,5635.9,2.4261609880659943e+26,0.7430055,0.015519528400613701,3.1683923384073243
97,209.153,2.26305898408822e+30,1014734106.0,6141.0,8.147334882182808e+25,6.7021373,0.0726339924903757,1.0639835339090278
98,70.9819,1.4685069691767308e+30,543137859.9,4814.0,2.830777966918004e+25,8.3034103,0.0725374161558838,0.3696793109044626
99,176.617,2.47047498872541e+30,1147905000.0,6307.9,6.658441639551962e+26,0.7649571,0.0175974856238378,8.695447491019872
100,1052.24,1.8889893771631484e+30,716571000.0,5617.0,4.478985969589031e+25,6.885875,0.069639106875336,0.5849234613731153
101,89.9606,2.6644692267353885e+30,716571000.0,5600.0,4.0462703759168706e+27,8.15872,0.0874491353505608,52.841390663028896
102,139.078,1.838881448421557e+30,954284733.0,5706.0,6.858378942418414e+25,26.4543804,0.1692837944985536,0.8956551276663076
103,728.525,1.829337081042207e+30,591345000.0,5266.0,1.1558061252032711e+26,4.03046804,0.0482101887029064,1.5093999490518104
104,72.1096,1.520735869109869e+30,547291884.6,5011.0,3.725504948891636e+25,77.7647541,0.3260660210319424,0.4865242411706668
105,172.284,1.8277861213430624e+30,901689813.0,5697.0,1.0810376342840033e+26,85.4244796,0.3690872970226039,1.4117576594642067
106,346.457,1.4743396394563848e+30,605259000.0,4836.0,5.1983474036828856e+26,2.52618,0.0328554778219848,6.788669081410705
107,918.21,1.749800686214285e+30,584388000.0,5355.0,2.087662951927091e+26,3.72873109,0.0450997534552475,2.7263381674170635
108,610.074,2.0694375729289968e+30,848754000.0,5963.0,1.8197735655690787e+27,3.9589481,0.0496329087055648,23.764938316733055
109,127.28,2.425860042251622e+30,960065999.9999999,5675.0,4.327155936721607e+26,6.959503,0.0762332898632627,5.65095547428264
110,37.7873,1.6710668136101765e+30,511695002.7000001,5393.86,2.8639160103165656e+25,29.8893993,0.1778723630322366,0.3740069018322809
111,268.37,1.3127481966348533e+30,494667745.2,4230.0,3.991603536071611e+26,4.1598614,0.0440770103220459,5.212748092091927
112,127.774,2.644585128028408e+30,967022999.9999999,6380.0,1.6511516074332447e+28,5.6335158,0.0681463803013875,215.62856415025865
113,486.474,2.1872508577678563e+30,1015722000.0,5688.0,1.2563935219779405e+27,3.560829,0.0471126509222433,16.407598789364513
114,385.689,1.2033458855490466e+30,440842827.6,3837.0,5.612032298396623e+26,1.9416366,0.0257636784933196,7.328911900157322
115,1137.19,2.4196462614056907e+30,1196604000.0,6267.0,2.0974581583186342e+27,2.4802272,0.0382834159751178,27.391300048246972
116,726.828,1.4515392056095773e+30,486989999.99999994,4781.0,4.516943477805888e+25,9.69312032,0.0801166147346775,0.5898804398593281
117,72.7512,1.4209442050696332e+30,541775679.3000001,4634.6,5.427519996910551e+25,1.216835,0.0199424823163609,0.7087952060622356
118,10.6194,9.297804555384088e+29,215667000.0,3469.0,2.1800769584574247e+25,7.4507325,0.057946231503414,0.28470242355273423
119,616.305,6.020507406499559e+30,1483385453.9999998,9855.0,6.878563682477908e+26,2.4840296,0.0519295574305256,8.982911100298782
120,390.618,1.501912255004458e+30,562104729.0,4940.0,5.39399152258247e+26,3.497278,0.0410645785147528,7.044166276537081
121,795.894,5.863025344740272e+30,1982745000.0,9635.0,2.7889545244467694e+26,13.2689495,0.1572886421504393,3.642174691164074
122,83.6448,1.3521187120746747e+30,452205000.0,4222.06,4.042474625095186e+25,15.50192,0.1070037996536805,0.5279182087816677
123,97.7562,1.7689013514322104e+30,695700000.0,5583.1,4.019692149088346e+25,8.05147,0.0756107830684517,0.5249429807244578
124,215.482,1.3521187120746747e+30,514818000.0,4375.0,3.3877132716146416e+27,25.8944827,0.150629087750779,44.24110694756863
125,567.193,2.717659190776561e+30,1140948000.0,6578.0,2.747356809583274e+27,3.1874719,0.0470393869182257,35.878510573586304
126,323.847,1.1532777250048695e+30,368721000.0,3900.0,4.5549009860227435e+25,8.7522,0.06932023950258,0.5948374183455412
127,30.0346,8.37518237538019e+29,261485106.3,3353.0,3.6903623694841423e+25,7.4447733,0.0559325759841847,0.4819348722089916
128,178.68,2.6048169306144467e+30,932238000.0,6250.0,1.2013551350634986e+28,3.4095675,0.0485134910880786,156.88836908863644
129,298.64,2.505396437079544e+30,918324000.0,6330.0,1.6321728533248164e+27,3.128992,0.0452236611078983,21.31500749071522
130,1131.64,2.028178068112012e+30,674829000.0,5833.0,2.746225719489546e+25,20.4415,0.147292669233159,0.3586373934774992
131,143.184,1.8122765243516176e+30,876582000.0,5667.0,6.2450215553943e+26,4.4332062,0.0512058038336771,8.155550495877346
132,216.257,2.297707026085133e+30,912041759.43,6168.88,5.626397412275062e+25,8.7609931,0.0872769420908609,0.7347671709162855
133,626.691,1.869105278456168e+30,744399000.0,5735.81,5.6366899702031456e+25,14.3868,0.1134117337941495,0.7361113052026071
134,916.319,1.9685257719910705e+30,1787949000.0,4972.0,1.8561221518042682e+26,9.283188,0.0861619917695793,2.42396247975808
135,139.611,2.4867550945417505e+30,982251873.0000001,6321.0,3.628311902289259e+25,22.8910338,0.1699888184103679,0.47383152598333234
136,441.44,2.864925796825136e+30,1433142000.0,6775.5,5.013523958808333e+27,5.93815,0.0724832481923822,65.47302910913757
137,190.403,1.8153267450932685e+30,1043550000.0,5672.9,3.8151896530575187e+27,1.44119,0.0242231995752597,49.823642065707524
138,164.406,2.4047331873754555e+30,1012076532.0,6255.0,8.403050249926324e+25,10.6895417,0.1011798663655711,1.0973781279181178
139,53.6089,1.7547359195133575e+30,640346629.5,5555.7,5.674684676778054e+25,28.5803318,0.1754747012050887,0.7410731415277364
140,230.306,2.0246983508382907e+30,1127034000.0,5873.0,7.1911457743916525e+25,27.644092,0.1800061768593074,0.9391120905837003
141,142.488,2.669191700178296e+30,702657000.0,6513.0,2.698071230350297e+26,8.3249309,0.0886773606998939,3.5234876237679313
142,81.5511,1.2066864141318192e+30,412755331.5,3849.0,4.035393841724872e+25,16.2161775,0.1061523335973524,0.526993509229957
143,1047.03,1.988409870698051e+30,709614000.0,6012.0,2.4292805258787966e+25,27.666313,0.1790358868055733,0.31724662311762186
144,190.2254,7.68321574037727e+29,187143300.0,3266.0,7.300939385209242e+25,1.445433,0.0182226722896798,0.953450349134211
145,724.88,1.623059441055991e+30,834840000.0,5301.0,6.88716375307211e+26,2.8371201,0.0366546463752575,8.99414217602478
146,565.207,1.5907278965584408e+30,535689000.0,5066.0,5.8264775112874275e+25,22.18432708,0.1434498405798499,0.7608961976336714
147,33.4412,8.613791559863956e+29,231364774.8,3383.0,3.07863613046063e+25,3.4672779,0.0339226391275099,0.4020478103669065
148,240.737,2.2643017402574048e+30,660915000.0,6142.0,5.3137907618535e+25,3.3207277,0.0454882632029334,0.6939429831973825
149,1661.87,2.306555450009739e+30,862668000.0,6129.0,5.446902429118865e+25,7.03902374,0.0755324405362676,0.711326412771543
150,982.768,2.682613466805508e+30,1043550000.0,6531.0,2.1228582334368685e+27,13.70535,0.1238450157165238,27.72300682201608
151,95.1274,1.829337081042207e+30,626130000.0,5450.0,5.5645707045911196e+25,12.2737,0.1012866435003342,0.7266930460788027
152,123.032,9.186453602624996e+29,278087986.8,3455.0,4.549533395807045e+26,1.2540806,0.0175940304877614,5.941364495393166
153,955.191,2.596863291131655e+30,1474884000.0,6416.0,6.592353100802937e+26,1.1462769,0.0234301535483018,8.609140596770507
154,274.162,2.0724201877350437e+30,1078335000.0,5969.0,3.4079646821394437e+27,2.136,0.0329098459086557,44.50557585241188
155,348.494,2.028178068112012e+30,758313000.0,6150.0,1.7194751222235858e+27,3.40883,0.0446247901909475,22.455112542544175
156,694.491,3.591306835665164e+30,1808820000.0,7715.3,5.293405315775684e+27,6.53427,0.0833005687292847,69.12807900665196
157,768.578,3.163560104280599e+30,1627938000.0,7176.0,4.935437987364537e+26,7.2041454,0.0852208944842956,6.44532822956467
158,793.087,2.0129170223544043e+30,1085292000.0,5849.3,4.6598608220414374e+26,3.8348994,0.0481441680773869,6.085444205567674
159,82.2168,1.4695674557667095e+30,480032999.99999994,4818.0,3.8259777139914907e+25,28.6651992,0.1657291475539698,0.49964526408410265
160,1441.09,3.1710166412957167e+30,1189647000.0,7186.0,8.106651000023261e+26,3.6128161,0.0538347238186993,10.586705105290859
161,1245.8,3.739801284808894e+30,1349658000.0,7902.0,1.7013543007967536e+27,3.0518616,0.0508266879696971,22.2184676040721
162,782.847,1.999843227454565e+30,939195000.0000001,5823.0,2.939848181646117e+27,3.2409662,0.0429418479951666,38.392309911113344
163,890.006,3.046492473143251e+30,848754000.0,7019.0,1.3881782516923054e+27,1.3868302,0.0280574356396905,18.12861289353952
164,100.727,1.951823129077207e+30,756399825.0,5777.0,7.964616927003917e+25,13.7263454,0.1115019631760039,1.040121878721021
165,2435.94,1.6901483900933434e+30,563517000.0,5393.0,3.0935369196737796e+25,82.304003,0.3507999439326244,0.4039937466263466
166,294.001,2.266787252595777e+30,876582000.0,6100.0,2.036420315834335e+27,2.484193,0.0375028616165991,26.594189578531896
167,258.979,9.942049353490258e+29,326979000.0,3636.0,1.6454579812007166e+26,3.29030452,0.0343652862099192,2.1488501737732673
168,503.535,2.6542786261480606e+30,1099206000.0,6493.0,5.8078488582560364e+26,7.0955,0.0795676597621519,7.584634290816324
169,748.326,1.6702642913863629e+30,556560000.0,5176.0,4.630816002456456e+25,133.3036741,0.4819038650260682,0.6047513753179667
170,750.93,1.6702642913863629e+30,549603000.0,5008.0,1.706189994347686e+25,7.2810998,0.0693740398873204,0.22281618295526723
171,741.97,2.2391980656398427e+30,1238346000.0,6121.8,6.528295990957417e+26,2.3458931,0.0359475028878201,8.525486603052286
172,607.498,2.8101202497640206e+30,904410000.0,6702.0,7.044124046835108e+26,3.3414552,0.0490867722156689,9.199121068455687
173,653.6,2.028178068112012e+30,994851000.0,5736.0,5.048348592841875e+25,31.517586,0.1965808714816152,0.659278138666308
174,1037.4,2.306555450009739e+30,1217475000.0,6363.0,7.610480397479668e+25,12.309681,0.1096368198641747,0.9938741864856747
175,775.36,1.8722867342492847e+30,820926000.0,5727.0,7.282377119859722e+26,3.3691463,0.0431091816469283,9.510262503375444
176,1066.46,2.3463236474237e+30,883539000.0,6195.0,2.9417068868063557e+25,18.2206421,0.1432107728923711,0.3841658326814953
177,44.397,5.279228206703325e+29,209154552.29999998,2955.0,4.205729678148342e+25,0.298731,0.0056209460760727,0.5492381484659766
178,191.984,2.2767293019492684e+30,1607067000.0,6152.0,7.184758721420266e+26,11.19602,0.102465733825448,9.382779872492932
179,377.66,1.5088054098856812e+30,549603000.0,4966.0,5.903899137137283e+26,12.4724734,0.0960016167596428,7.710069069961718
180,179.493,2.795952829435297e+30,1061582544.0,6683.0,7.225384775316045e+25,210.9620266,0.7754121061831396,0.9435834586725115
181,558.58,1.6442558902776323e+30,862668000.0,5342.0,5.387195002991192e+26,2.1861681,0.0309417293263653,7.035290509138806
182,639.771,2.0878303642329526e+30,779184000.0000001,5919.0,8.236779283057795e+25,50.28638192,0.2710207818285478,1.0756643315081866
183,113.825,2.6247010293214275e+30,918324000.0,6394.0,7.971076725539802e+26,52.97818,0.3028506902872648,10.409654821046967
184,1493.43,1.8889893771631484e+30,647001000.0,5556.0,2.372344263553513e+25,3.27646405,0.0424441044199969,0.30981115538830273
185,140.941,2.634891629908755e+30,1098809451.0,6467.0,8.949868200961305e+25,13.340145,0.1209094831321018,1.1687886326243166
186,929.811,2.783773818977271e+30,1154862000.0,6613.0,2.1256204601439476e+29,24.66919569,0.1855461324891705,2775.9079522791917
187,1283.53,2.244417641550425e+30,2302767000.0,6126.0,8.178566130156094e+26,9.8482192,0.0936207481728548,10.680621110225912
188,975.983,2.4855123383725636e+30,1384443000.0,6320.0,5.905800295872587e+26,7.3447164,0.079656473151927,7.712551846991215
189,243.836,1.1930459224188303e+30,396548999.99999994,3830.0,2.657025575179934e+27,0.381078,0.0086769195238284,34.698849403489895
190,545.887,1.8024537795903693e+30,758313000.0,5648.0,6.024055052804298e+26,4.746318,0.0534923501889121,7.866984082809716
191,1115.62,2.783773818977271e+30,1050507000.0,6453.0,1.2127423875285554e+26,120.0181272,0.5327373467488798,1.5837546263450033
192,442.871,1.908873475870129e+30,605259000.0,5498.0,7.041787686289345e+26,38.47875707,0.2200612973029435,9.196069949057856
193,136.426,3.49960137242857e+30,1085292000.0,8720.0,6.418614639470384e+27,3.4741085,0.0542049617421459,83.82250620185917
194,491.978,1.6304960939724016e+30,542646000.0,5074.0,3.3023032148664896e+25,7.96431535,0.0730594082713772,0.4312571283005173
195,404.211,1.7264567543322898e+30,1328787000.0,5501.0,2.115444156574156e+27,3.3431609,0.0417435294217727,27.626184292745638
196,504.711,1.9704346454669405e+30,758313000.0,5788.7,1.2815665903204083e+27,1.3461076,0.0237869964482054,16.736341017365046
197,213.283,2.1872508577678563e+30,1147905000.0,5537.0,4.232262166179466e+26,11.63344,0.1037310798635585,5.527031012127319
198,545.117,3.765252931153829e+30,1405314000.0,7934.0,8.468134300156651e+26,9.9908116,0.1123132453582442,11.058776383428844
199,202.265,1.641670957445725e+30,635927543.1,5337.0,4.951885848697589e+25,41.7519076,0.2209591541933624,0.6466807957450482
200,2161.6,2.028178068112012e+30,709614000.0,5857.0,3.568005772384483e+26,98.7180406,0.4208270452742479,4.659559777040072
201,374.615,1.5708437978514603e+30,507861000.0,4825.0,2.239492984794516e+25,14.82009983,0.1091647315071042,0.29246173068655773
202,415.392,1.5013820136978782e+30,591345000.0,4938.0,6.494616768385453e+25,1.0268508,0.0181384864657702,0.8481503952566432
203,321.341,1.813827484050762e+30,633087000.0,5670.0,3.93241183860808e+26,4.9816296,0.0553620326094654,5.135447978182226
204,234.45,1.7342115528280123e+30,640044000.0,5516.0,5.9377068458745595e+26,4.942456,0.0542535688043051,7.754219514169331
205,650.592,1.9502324011806485e+30,1113120000.0,5776.0,3.8881633801370144e+27,4.7360504,0.0548367967713326,50.776626632358266
206,495.95,2.634145976207243e+30,1015722000.0,6466.0,4.6558493776793085e+26,2.7873031,0.0425698209286076,6.0802055467789815
207,550.038,2.625943785490613e+30,737442000.0,6455.0,2.1842477863965546e+26,2.7964132,0.042618201242887,2.852471037842669
208,680.747,3.293602109824252e+30,1043550000.0,7341.0,6.616543227206249e+27,3.329754,0.0516334196259385,86.40731167857241
209,759.341,1.8929661969045443e+30,1287045000.0,5740.0,6.303596348455534e+26,18.010652,0.1322816656507397,8.232044976858575
210,109.237,7.555957508652594e+29,257409000.0,3459.0,4.175325903854181e+25,6.51389,0.0494455691473956,0.5452676334834126
211,538.807,2.5252805357865246e+30,1120077000.0,5855.0,1.8978754108428104e+25,7.64971018,0.0822881178882982,0.24784892431064212
212,470.878,2.9030784112191546e+30,1140948000.0,7598.0,7.420692856395388e+27,3.6127647,0.0522777199060761,96.90892940546107
213,843.524,2.5513784153394365e+30,1001808000.0,6373.0,1.8037097336317835e+27,3.9491382,0.0531323378722395,23.55515618650368
214,378.28,1.999843227454565e+30,1099206000.0,5823.0,4.454854958209018e+26,2.5016871,0.0361343063220484,5.817721242627366
215,213.888,1.3733284180249235e+30,528732000.0,4455.0,3.004316676863567e+26,5.5809252,0.054428706744955,3.92342222463638
216,357.686,2.6858197777220084e+30,1078335000.0,6535.3,8.091707584528381e+26,3.97195,0.0542575962680463,10.567190075828055
217,639.239,3.0621512008749986e+30,1377486000.0,6392.0,2.2774504930113718e+26,38.58422849,0.2580790126580324,2.974187091727705
